date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:42:09	48698/48698	---M--	200	added ('OK')	image/jpeg	etag:%22be3a-65a8b509-df0b954e3cab48ac;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:10	44844/44844	---M--	200	added ('OK')	image/jpeg	etag:%22af2c-65a8b50b-ff29b67b3345bb30;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/recent-post-img3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog.html)
21:42:10	107400/107400	---M--	200	added ('OK')	image/jpeg	etag:%221a388-65a8b483-e2ef0ddd9998bf86;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-detail-banner-img.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-detail-banner-img.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:10	82800/82800	---M--	200	added ('OK')	image/jpeg	etag:%2214370-65a8b484-34103c35a0625fa6;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-post-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/blog-post-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:11	7041/7041	---M--	200	added ('OK')	image/png	etag:%221b81-65a8b492-df77b22d3a2e836;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/double-quote-2.png	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/double-quote-2.png	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:11	34879/34879	---M--	200	added ('OK')	image/jpeg	etag:%22883f-65a8b50c-9cbbe438feb046a5;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:11	34741/34741	---M--	200	added ('OK')	image/jpeg	etag:%2287b5-65a8b50e-98a04bc861b3f1bd;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:11	29509/29509	---M--	200	added ('OK')	image/jpeg	etag:%227345-65a8b50f-a77588b2f6acac17;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/related-post-img3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:11	23713/23713	---M--	200	added ('OK')	image/jpeg	etag:%225ca1-65a8b48f-6c0f88e40d52b97f;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img1.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img1.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:12	20461/20461	---M--	200	added ('OK')	image/jpeg	etag:%224fed-65a8b490-49101221a2492e94;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img2.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img2.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:12	26387/26387	---M--	200	added ('OK')	image/jpeg	etag:%226713-65a8b490-812c36d97ceba7e;;;%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img3.jpg	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/images/detail-comment-img3.jpg	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/blog-detail.html)
21:42:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/popper.js	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/popper.js	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/bootstrap.min.js)
21:42:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/Version/	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/Version/index.html	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/TweenMax.min.js)
21:42:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6187ad5b-de6f449e9d21e832;gz%22	https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/version/	D:/My%20Web%20Sites/demo4/shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/version/index-2.html	(from https://shivaaythemes.in/foodecart-demo/Multiple_Pages/Homepage_2/assets/js/swiper.js)
